"_raw",CharCount
"உடைசெல்வம் ஊண்ஒளி கல்விஎன்று ஐந்தும்
அடையாவாம் ஆயங் கொளின் ⁠939",31
"பொருள்கெடுத்துப் பொய்மேற் கொளீஇ அருள்கெடுத்து
அல்லல் உழப்பிக்கும் சூது ⁠938",35
"பழகிய செல்வமும் பண்பும் கெடுக்கும்
கழகத்துக் காலை புகின் ⁠937",29
"அகடாரார் அல்லல் உழப்பர்சூ தென்னும்
முகடியான் மூடப்பட் டார் ⁠936",31
"கவறும் கழகமும் கையும் தருக்கி
இவறியார் இல்லாகி யார் ⁠935",27
"சிறுமை பலசெய்து சீரழிக்கும் சூதின்
வறுமை தருவதொன்று இல் ⁠934",28
"உருளாயம் ஓவாது கூறின் பொருளாயம்
போஒய்ப் புறமே படும் ⁠933",26
"ஒன்றெய்தி நூறிழக்கும் சூதர்க்கும் உண்டாங்கொல்
நன்றெய்தி வாழ்வதோர் ஆறு ⁠932",35
"வேண்டற்க வென்றிடினும் சூதினை வென்றதூஉம்
தூண்டிற்பொன் மீன்விழுங்கி அற்று ⁠931",35
"கள்ளுண்ணாப் போழ்திற் களித்தானைக் காணுங்கால்
உள்ளான்கொல் உண்டதன் சோர்வு ⁠930",35
"களித்தானைக் காரணம் காட்டுதல் கீழ்நீர்க்
குளித்தானைத் தீத்துரீஇ அற்று ⁠929",34
"களித்தறியேன் என்பது கைவிடுக நெஞ்சத்து
ஒளித்ததூஉம் ஆங்கே மிகும் ⁠928",33
"உள்ளொற்றி உள்ளூர் நகப்படுவர் எஞ்ஞான்றும்
கள்ளொற்றிக் கண்சாய் பவர் ⁠927",35
"துஞ்சினார் செத்தாரின் வேறல்லர் எஞ்ஞான்றும்
நஞ்சுண்பார் கள்ளுண் பவர் ⁠926",34
"கையறி யாமை உடைத்தே பொருள்கொடுத்து
மெய்யறி யாமை கொளல் ⁠925",25
"நாண்என்னும் நல்லாள் புறங்கொடுக்கும் கள்ளென்னும்
பேணாப் பெருங்குற்றத் தார்க்கு ⁠924",38
"ஈன்றாள் முகத்தேயும் இன்னாதால் என்மற்றுச்
சான்றோர் முகத்துக் களி ⁠923",32
"உண்ணற்க கள்ளை உணில்உண்க சான்றோரான்
எண்ணப் படவேண்டா தார் ⁠922",30
"உட்கப் படாஅர் ஒளியிழப்பர் எஞ்ஞான்றும்
கட்காதல் கொண்டொழுகு வார் ⁠921",33
"இருமனப் பெண்டிரும் கள்ளும் கவறும்
திருநீக்கப் பட்டார் தொடர்பு ⁠920",32
"வரைவிலா மாணிழையார் மென்தோள் புரையிலாப்
பூரியர்கள் ஆழும் அளறு ⁠919",30
"ஆயும் அறிவினர் அல்லார்க்கு அணங்கென்ப
மாய மகளிர் முயக்கு ⁠918",30
"நிறைநெஞ்சம் இல்லவர் தோய்வார் பிறநெஞ்சிற்
பேணிப் புணர்பவர் தோள் ⁠917",32
"தந்நலம் பாரிப்பார் தோயார் தகைசெருக்கிப்
புன்னலம் பாரிப்பார் தோள் ⁠916",32
"பொதுநலத்தார் புன்னலம் தோயார் மதிநலத்தின்
மாண்ட அறிவி னவர் ⁠915",31
"பொருட்பொருளார் புன்னலந் தோயார் அருட்பொருள்
ஆயும் அறிவி னவர் ⁠914",30
"பொருட்பெண்டிர் பொய்ம்மை முயக்கம் இருட்டறையில்
ஏதில் பிணந்தழீஇ அற்று ⁠913",35
"பயன்தூக்கிப் பண்புரைக்கும் பண்பின் மகளிர்
நயன்தூக்கி நள்ளா விடல் ⁠912",34
"அன்பின் விழையார் பொருள்விழையும் ஆய்தொடியார்
இன்சொல் இழுக்குத் தரும் ⁠911",33
"எண்சேர்ந்த நெஞ்சத் திடனுடையார்க்கு எஞ்ஞான்றும்
பெண்சேர்ந்தாம் பேதைமை இல் ⁠910",36
"அறவினையும் ஆன்ற பொருளும் பிறவினையும்
பெண்ஏவல் செய்வார்கண் இல் ⁠909",32
"நட்டார் குறைமுடியார் நன்றாற்றார் நன்னுதலாள்
பெட்டாங்கு ஒழுகு பவர் ⁠908",33
"பெண்ணேவல் செய்தொழுகும் ஆண்மையின் நாணுடைப்
பெண்ணே பெருமை உடைத்து ⁠907",30
"இமையாரின் வாழினும் பாடிலரே இல்லாள்
அமையார்தோள் அஞ்சு பவர் ⁠906",29
"இல்லாளை அஞ்சுவான் அஞ்சுமற் றெஞ்ஞான்றும்
நல்லார்க்கு நல்ல செயல் ⁠905",32
"மனையாளை அஞ்சும் மறுமையி லாளன்
வினையாண்மை வீறெய்த லின்று ⁠904",27
"இல்லாள்கண் தாழ்ந்த இயல்பின்மை எஞ்ஞான்றும்
நல்லாருள் நாணுத் தரும் ⁠903",33
"பேணாது பெண்விழைவான் ஆக்கம் பெரியதோர்
நாணாக நாணுத் தரும் ⁠902",27
"மனைவிழைவார் மாண்பயன் எய்தார் வினைவிழையார்
வேண்டாப் பொருளும் அது ⁠901",31
"இறந்தமைந்த சார்புடையர் ஆயினும் உய்யார்
சிறந்தமைந்த சீரார் செறின் ⁠900",34
"ஏந்திய கொள்கையார் சீறின் இடைமுரிந்து
வேந்தனும் வேந்து கெடும் ⁠899",29
"குன்றன்னார் குன்ற மதிப்பின் குடியொடு
நின்றன்னார் மாய்வர் நிலத்து ⁠898",32
"வகைமாண்ட வாழ்க்கையும் வான்பொருளும் என்னாம்
தகைமாண்ட தக்கார் செறின் ⁠897",33
"எரியால் சுடப்படினும் உய்வுண்டாம் உய்யார்
பெரியார்ப் பிழைத்தொழுகு வார் ⁠896",34
"யாண்டுச்சென்று யாண்டும் உளராகார்
வெந்துப்பின் வேந்து செறப்பட் டவர் ⁠895",33
"கூற்றத்தைக் கையால் விளித்தற்றால் ஆற்றுவார்க்கு
ஆற்றாதார் இன்னா செயல் ⁠894",34
"கெடல்வேண்டின் கேளாது செய்க அடல்வேண்டின்
ஆற்று பவர்கண் இழுக்கு ⁠893",32
"பெரியாரைப் பேணாது ஒழுகிற் பெரியாரால்
பேரா இடும்பை தரும் ⁠892",26
"ஆற்றுவார் ஆற்றல் இகழாமை போற்றுவார்
போற்றலுள் எல்லாம் தலை ⁠891",29
"உடம்பாடு இலாதவர் வாழ்க்கை குடங்கருள்
பாம்போடு உடனுறைந் தற்று ⁠890",32
"எட்பக வன்ன சிறுமைத்தே ஆயினும்
உட்பகை உள்ளதாங் கேடு ⁠889",27
"அரம்பொருத பொன்போலத் தேயும் உரம்பொருது
உட்பகை உற்ற குடி ⁠888",29
"செப்பின் புணர்ச்சிபோல் கூடினும் கூடாதே
உட்பகை உற்ற குடி ⁠887",27
"ஒன்றாமை ஒன்றியார் கட்படின் எஞ்ஞான்றும்
பொன்றாமை ஒன்றல் அரிது ⁠886",31
"உறல்முறையான் உட்பகை தோன்றின் இறல்முறையான்
ஏதம் பலவும் தரும் ⁠885",32
"மனமாணா உட்பகை தோன்றின் இனமாணா
ஏதம் பலவும் தரும் ⁠884",26
"உட்பகை அஞ்சித்தற் காக்க உலைவிடத்து
மட்பகையின் மாணத் தெறும் ⁠883",31
"வாள்போல பகைவரை அஞ்சற்க அஞ்சுக
கேள்போல் பகைவர் தொடர்பு ⁠882",29
"நிழல்நீரும் இன்னாத இன்னா தமர்நீரும்
இன்னாவாம் இன்னா செயின் ⁠881",30
"உயிர்ப்ப உளரல்லர் மன்ற செயிர்ப்பவர்
செம்மல் சிதைக்கலா தார் ⁠880",32
"இளைதாக முள்மரம் கொல்க களையுநர்
கைகொல்லும் காழ்த்த இடத்து ⁠879",30
"வகையறிந்து தற்செய்து தற்காப்ப மாயும்
பகைவர்கண் பட்ட செருக்கு ⁠878",32
"நோவற்க நொந்தது அறியார்க்கு மேவற்க
மென்மை பகைவர் அகத்து ⁠877",29
"தேறினும் தேறா விடினும் அழிவின்கண்
தேறான் பகாஅன் விடல் ⁠876",26
"தன்துணை இன்றால் பகையிரண்டால் தான்ஒருவன்
இன்துணையாக் கொள்கவற்றின் ஒன்று ⁠875",37
"பகைநட்பாக் கொண்டொழுகும் பண்புடை யாளன்
தகைமைக்கண் தங்கிற்று உலகு ⁠874",33
"ஏமுற் றவரினும் ஏழை தமியனாய்ப்
பல்லார் பகைகொள் பவன் ⁠873",27
"வில்லேர் உழவர் பகைகொளினும் கொள்ளற்க
சொல்லேர் உழவர் பகை ⁠872",29
"பகைஎன்னும் பண்பி லதனை ஒருவன்
நகையேயும் வேண்டற்பாற்று அன்று ⁠871",31
"கல்லான் வெகுளும் சிறுபொருள் எஞ்ஞான்றும்
ஒல்லானை ஒல்லா தொளி ⁠870",28
"செறுவார்க்குச் சேணிகவா இன்பம் அறிவிலா
அஞ்சும் பகைவர்ப் பெறின் ⁠869",31
"குணனிலனாய்க் குற்றம் பலவாயின் மாற்றார்க்கு
இனனிலனாம் ஏமாப் புடைத்து ⁠868",35
"கொடுத்தும் கொளல்வேண்டும் மன்ற அடுத்திருந்து
மாணாத செய்வான் பகை ⁠867",31
"காணாச் சினத்தான் கழிபெருங் காமத்தான்
பேணாமை பேணப் படும் ⁠866",27
"வழிநோக்கான் வாய்ப்பன செய்யான் பழிநோக்கான்
பண்பிலன் பற்றார்க்கு இனிது ⁠865",35
"நீங்கான் வெகுளி நிறையிலன் எஞ்ஞான்றும்
யாங்கணும் யார்க்கும் எளிது ⁠864",31
"அஞ்சும் அறியான் அமைவிலன் ஈகலான்
தஞ்சம் எளியன் பகைக்கு ⁠863",29
"அன்பிலன் ஆன்ற துணையிலன் தான்துவ்வான்
என்பரியும் ஏதிலான் துப்பு ⁠862",32
"வலியார்க்கு மாறேற்றல் ஓம்புக ஓம்பா
மெலியார்மேல் மேக பகை ⁠861",28
"இகலானாம் இன்னாத எல்லாம் நகலானாம்
நன்னயம் என்னும் செருக்கு ⁠860",31
"இகல்காணான் ஆக்கம் வருங்கால் அதனை
மிகல்காணும் கேடு தரற்கு ⁠859",30
"இகலிற்கு எதிர்சாய்தல் ஆக்கம் அதனை
மிக்லூக்கின் ஊக்குமாம் கேடு ⁠858",32
"மிகல்மேவல் மெய்ப்பொருள் காணார் இகல்மேவல்
இன்னா அறிவி னவர் ⁠857",30
"இகலின் மிகலினிது என்பவன் வாழ்க்கை
தவலும் கெடலும் நணித்து ⁠856",30
"இகலெதிர் சாய்ந்தொழுக வல்லாரை யாரே
மிகலூக்கும் தன்மை யவர் ⁠855",29
"இன்பத்துள் இன்பம் பயக்கும் இகலென்னும்
துன்பத்துள் துன்பங் கெடின் ⁠854",34
"இகலென்னும் எவ்வநோய் நீக்கின் தவலில்லாத்
தாவில் விளக்கம் தரும் ⁠853",32
"பகல்கருதிப் பற்றா செயினும் இகல்கருதி
இன்னாசெய் யாமை தலை ⁠852",29
"இகலென்ப எல்லா உயிர்க்கும் பகலென்னும்
பண்பின்மை பாரிக்கும் நோய் ⁠851",32
"உலகத்தார் உண்டென்பது இல்லென்பான் வையத்து
அலகையா வைக்கப் படும் ⁠850",33
"காணாதான் காட்டுவான் தான்காணான் காணாதான்
கண்டானாம் தான்கண்ட வாறு ⁠849",30
"ஏவவும் செய்கலான் தான்தேறான் அவ்வுயிர்
போஒம் அளவுமோர் நோய் ⁠848",29
"அருமறை சோரும் அறிவிலான் செய்யும்
பெருமிறை தானே தனக்கு ⁠847",26
"அற்றம் மறைத்தலோ புல்லறிவு தம்வயின்
குற்றம் மறையா வழி ⁠846",28
"கல்லாத மேற்கொண் டொழுகல் கசடற
வல்லதூஉம் ஐயம் தரும் ⁠845",28
"வெண்மை எனப்படுவ தியாதெனின் ஒண்மை
உடையம்யாம் என்னும் செருக்கு ⁠844",31
"அறிவிலார் தாந்தம்மைப் பீழிக்கும் பீழை
செறுவார்க்கும் செய்தல் அரிது ⁠843",32
"அறிவிலான் நெஞ்சுவந்து ஈதல் பிறிதியாதும்
இல்லை பெறுவான் தவம் ⁠842",30
"அறிவின்மை இன்மையுள் இன்மை பிறிதின்மை
இன்மையா வையா துலகு ⁠841",27
"கழாஅக்கால் பள்ளியுள் வைத்தற்றால் சான்றோர்
குழாஅத்துப் பேதை புகல் ⁠840",32
"பெரிதினிது பேதையார் கேண்மை பிரிவின்கண்
பீழை தருவதொன் றில் ⁠839",27
"மையல் ஒருவன் களித்தற்றால் பேதைதன்
கையொன்று உடைமை பெறின் ⁠838",28
"ஏதிலார் ஆரத் தமர்பசிப்பர் பேதை
பெருஞ்செல்வம் உற்றக் கடை ⁠837",30
"பொய்படும் ஒன்றோ புனைபூணும் கையறியாப்
பேதை வினைமேற் கொளின் ⁠836",27
"ஒருமைச் செயலாற்றும் பேதை எழுமையும்
தான்புக் கழுந்தும் அளறு ⁠835",29
"ஓதி உணர்ந்தும் பிறர்க்குரைத்தும் தானடங்காப்
பேதையின் பேதையார் இல் ⁠834",33
"நாணாமை நாடாமை நாரின்மை யாதொன்றும்
பேணாமை பேதை தொழில் ⁠833",23
"பேதைமையுள் எல்லாம் பேதைமை காதன்மை
கையல்ல தன்கட் செயல் ⁠832",27
"பேதைமை என்பதொன்று யாதெனின் ஏதங்கொண்டு
ஊதியம் போக விடல் ⁠831",28
"பகைநட்பாம் காலம் வருங்கால் முகநட்டு
அகநட்பு ஒரீஇ விடல் ⁠830",30
"மிகச்செய்து தம்மெள்ளு வாரை நகச்செய்து
நட்பினுள் சாப்புல்லற் பாற்று ⁠829",33
"தொழுதகை யுள்ளும் படையொடுங்கும் ஒன்னார்
அழுதகண் ணீரும் அனைத்து ⁠828",31
"சொல்வணக்கம் ஒன்னார்கண் கொள்ளற்க வில்வணக்கம்
தீங்கு குறித்தமை யான் ⁠827",35
"நட்டார்போல் நல்லவை சொல்லினும் ஒட்டார்சொல்
ஒல்லை உணரப் படும் ⁠826",31
"மனத்தின் அமையா தவரை எனைத்தொன்றும்
சொல்லினால் தேறற்பாற்று அன்று ⁠825",32
"முகத்தின் இனிய நகாஅ அகத்தின்னா
வஞ்சரை அஞ்சப் படும் ⁠824",28
"பலநல்ல கற்றக் கடைத்து மனநல்லர்
ஆகுதல் மாணார்க் கரிது ⁠823",30
"இனம்போன்று இனமல்லார் கேண்மை மகளிர்
மனம்போல வேறு படும் ⁠822",29
"சீரிடம் காணின் எறிதற்குப் பட்டடை
நேரா நிரந்தவர் நட்பு ⁠821",28
"எனைத்தும் குறுகுதல் ஓம்பல் மனைக்கெழீஇ
மன்றில் பழிப்பார் தொடர்பு ⁠820",33
"கனவினும் இன்னாது மன்னோ வினைவேறு
சொல்வேறு பட்டார் தொடர்பு ⁠819",28
"ஒல்லும் கருமம் உடற்று பவர்கேண்மை
சொல்லாடார் சோர விடல் ⁠818",28
"நகைவகைய ராகிய நட்பின் பகைவரால்
பத்தடுத்த கோடி உறும் ⁠817",28
"பேதை பெருங்கெழீஇ நட்பின் அறிவுடையார்
ஏதின்மை கோடி உறும் ⁠816",27
"செய்தேமஞ் சாராச் சிறியவர் புன்கேண்மை
எய்தலின் எய்தாமை நன்று ⁠815",30
"அமரகத்து ஆற்றறுக்கும் கல்லாமா அன்னார்
தமரின் தனிமை தலை ⁠814",30
"உறுவது சீர்தூக்கும் நட்பும் பெறுவது
கொள்வாரும் கள்வரும் நேர் ⁠813",30
"உறின்நட்டு அறின்ஒருஉம் ஒப்பிலார் கேண்மை
பெறினும் இழப்பினும் என் ⁠812",33
"பருகுவார் போலினும் பண்பிலார் கேண்மை
பெருகலிற் குன்றல் இனிது ⁠811",29
"விழையார் விழையப் படுப பழையார்கண்
பண்பின் தலைப்பிரியா தார் ⁠810",29
"கெடாஅ வழிவந்த கேண்மையார் கேண்மை
விடாஅர் விழையும் உலகு ⁠809",27
"கேளிழுக்கம் கேளாக் கெழுதகைமை வல்லார்க்கு
நாளிழுக்கம் நட்டார் செயின் ⁠808",33
"அழிவந்த செய்யினும் அன்பறார் அன்பின்
வழிவந்த கேண்மை யவர் ⁠807",30
"எல்லைக்கண் நின்றார் துறவார் தொலைவிடத்தும்
தொல்லைக்கண் நின்றார் தொடர்பு ⁠806",35
"பேதைமை ஒன்றோ பெருங்கிழமை என்றுணர்க
நோதக்க நட்டார் செயின் ⁠805",29
"விழைதகையான் வேண்டி இருப்பர் கெழுதகையாற்
கேளாது நட்டார் செயின் ⁠804",30
"பழகிய நட்பெவன் செய்யுங் கெழுதகைமை
செய்தாங்கு அமையாக் கடை ⁠803",29
"நட்பிற் குறுப்புக் கெழுதகைமை மற்றதற்கு
உப்பாதல் சான்றோர் கடன் ⁠802",32
"பழைமை எனப்படுவது யாதெனின் யாதும்
கிழமையைக் கீழ்ந்திடா நட்பு ⁠801",30
"மருவுக மாசற்றார் கேண்மைஒன் றீத்தும்
ஒருவுக ஒப்பிலார் நட்பு ⁠800",30
"கெடுங்காலைக் கைவிடுவார் கேண்மை அடுங்காலை
உள்ளினும் உள்ளஞ் சுடும் ⁠799",31
"உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க
அல்லற்கண் ஆற்றறுப்பார் நட்பு ⁠798",34
"ஊதியம் என்பது ஒருவற்குப் பேதையார்
கேண்மை ஒரீஇ விடல் ⁠797",27
"கேட்டினும் உண்டோர் உறுதி கிளைஞரை
நீட்டி அளப்பதோர் கோல் ⁠796",27
"அழச்சொல்லி அல்லது இடித்து வழக்கறிய
வல்லார்நட்பு ஆய்ந்து கொளல் ⁠795",34
"குடிப்பிறந்து தன்கண் பழிநாணு வானைக்
கொடுத்தும் கொளல்வேண்டும் நட்பு ⁠794",33
"குணமும் குடிமையும் குற்றமும் குன்றா
இனனும் அறிந்தியாக்க நட்பு ⁠793",31
"ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை
தான்சாம் துயரம் தரும் ⁠792",30
"நாடாது நட்டலிற் கேடில்லை நட்டபின்
வீடில்லை நட்பாள் பவர்க்கு ⁠791",30
"இனையர் இவரெமக்கு இன்னம்யாம் என்று
புனையினும் புல்லென்னும் நட்பு ⁠790",33
"நட்பிற்கு வீற்றிருக்கை யாதெனின் கொட்பின்றி
ஒல்லும்வாய் ஊன்றும் நிலை ⁠789",32
"உடுக்கை இழந்தவன் கைபோல ஆங்கே
இடுக்கண் களைவதாம் நட்பு ⁠788",29
"அழிவி னவைநீக்கி ஆறுய்த்து அழிவின்கண்
அல்லல் உழப்பதாம் நட்பு ⁠787",32
"முகநக நட்பது நட்பன்று நெஞ்சத்து
அகநக நட்பது நட்பு ⁠786",29
"புணர்ச்சி பழகுதல் வேண்டா உணர்ச்சிதான்
நட்பாங் கிழமை தரும் ⁠785",30
"நகுதற் பொருட்டன்று நட்டல் மிகுதிக்கண்
மேற்செனறு இடித்தற் பொருட்டு ⁠784",34
"நவில்தொறும் நூல்நயம் போலும் பயில்தொறும்
பண்புடை யாளர் தொடர்பு ⁠783",31
"நிறைநீர நீரவர் கேண்மை பிறைமதிப்
பின்னீர பேதையார் நட்பு ⁠782",27
"செயற்கரிய யாவுள நட்பின் அதுபோல்
வினைக்கரிய யாவுள காப்பு ⁠781",29
"புரந்தார்கண் நீர்மல்கச் சாகிற்பின் சாக்காடு
இரந்துகோள் தக்கது உடைத்து ⁠780",36
"இழைத்தது இகவாமைச் சாவாரை யாரே
பிழைத்தது ஒறுக்கிற் பவர் ⁠779",28
"உறின்உயிர் அஞ்சா மறவர் இறைவன்
செறினும் சீர்குன்றல் இலர் ⁠778",30
"சுழலும் இசைவேண்டி வேண்டா உயிரார்
கழல்யாப்புக் காரிகை நீர்த்து ⁠777",30
"விழுப்புண் படாதநாள் எல்லாம் வழுக்கினுள்
வைக்கும்தன் நாளை எடுத்து ⁠776",32
"விழித்தகண் வேல்கொண் டெறிய அழித்திமைப்பின்
ஒட்டன்றோ வன்க ணவர்க்கு ⁠775",34
"கைவேல் களிற்றொடு போக்கி வருபவன்
மெய்வேல் பறியா நகும் ⁠774",26
"பேராண்மை என்ப தறுகண்ஒன் றுற்றக்கால்
ஊராண்மை மற்றதன் எஃகு ⁠773",31
"கான முயலெய்த அம்பினில் யானை
பிழைத்தவேல் ஏந்தல் இனிது ⁠772",27
"என்னைமுன் நில்லன்மின் தெவ்விர் பலரென்னை
முன்நின்று கல்நின் றவர் ⁠771",32
"நிலைமக்கள் சால உடைத்தெனினும் தானை
தலைமக்கள் இல்வழி இல் ⁠770",29
"சிறுமையும் செல்லாத் துனியும் வறுமையும்
இல்லாயின் வெல்லும் படை ⁠769",29
"அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை
படைத்தகையால் பாடு பெறும் ⁠768",32
"தார்தாங்கிச் செல்வது தானை தலைவந்த
போர்தாங்கும் தன்மை அறிந்து ⁠767",30
"மறமானம் மாண்ட வழிச்செலவு தேற்றம்
எனநான்கே ஏமம் படைக்கு ⁠766",30
"கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்
ஆற்ற லதுவே படை ⁠765",29
"அழிவின்றி அறைபோகா தாகி வழிவந்த
வன்க ணதுவே படை ⁠764",24
"ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை
நாகம் உயிர்ப்பக் கெடும் ⁠763",31
"உலைவிடத்து ஊறஞ்சா வன்கண் தொலைவிடத்துத்
தொல்படைக் கல்லால் அரிது ⁠762",33
"உறுப்பமைந்து ஊறஞ்சா வெல்படை வேந்தன்
வெறுக்கையுள் எல்லாம் தலை ⁠761",31
"ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு எண்பொருள்
ஏனை இரண்டும் ஒருங்கு ⁠760",33
"செய்க பொருளைச் செறுநர் செருக்கறுக்கும்
எஃகதனிற் கூரிய தில் ⁠759",30
"குன்றேறி யானைப்போர் கண்டற்றால் தன்கைத்தொன்று
உண்டாகச் செய்வான் வினை ⁠758",33
"அருளென்னும் அன்பீன் குழவி பொருளென்னும்
செல்வச் செவிலியால் உண்டு ⁠757",31
"உறுபொருளும் உல்கு பொருளும்தன் ஒன்னார்த்
தெறுபொருளும் வேந்தன் பொருள் ⁠756",33
"அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்
புல்லார் புரள விடல் ⁠755",29
"அறன்ஈனும் இன்பமும் ஈனும் திறனறிந்து
தீதின்றி வந்த பொருள் ⁠754",30
"பொருளென்னும் பொய்யா விளக்கம் இருளறுக்கும்
எண்ணிய தேயத்துச் சென்று ⁠753",33
"இல்லாரை எல்லாரும் எள்ளுவர் செல்வரை
எல்லாரும் செய்வர் சிறப்பு ⁠752",31
"பொருளல் லவரைப் பொருளாகச் செய்யும்
பொருளல்லது இல்லை பொருள் ⁠751",29
"எனைமாட்சித் தாகியக் கண்ணும் வினைமாட்சி
இல்லார்கண் இல்லது அரண் ⁠750",32
"முனைமுகத்து மாற்றலர் சாய வினைமுகத்து
வீறெய்தி மாண்ட தரண் ⁠749",29
"முற்றாற்றி முற்றி யவரையும் பற்றாற்றிப்
பற்றியார் வெல்வது அரண் ⁠748",31
"முற்றியும் முற்றா தெறிந்தும் அறைப்படுத்தும்
பற்றற் கரியது அரண் ⁠747",32
"எல்லாப் பொருளும் உடைத்தாய் இடத்துதவும்
நல்லாள் உடையது அரண் ⁠746",31
"கொளற்கரிதாய்க் கொண்டகூழ்த் தாகி அகத்தார்
நிலைக்கெளிதாம் நீரது அரண் ⁠745",34
"சிறுகாப்பிற் பேரிடத்த தாகி உறுபகை
ஊக்கம் அழிப்ப தரண் ⁠744",28
"உயர்வகலம் திண்மை அருமைஇந் நான்கின்
அமைவரண் என்றுரைக்கும் நூல் ⁠743",33
"மணிநீரும் மண்ணும் மலையும் அணிநிழற்
காடும் உடைய தரண் ⁠742",27
"ஆற்று பவர்க்கும் அரண்பொருள் அஞ்சித்தற்
போற்று பவர்க்கும் பொருள் ⁠741",33
"ஆங்கமை வெய்தியக் கண்ணும் பயமின்றே
வேந்தமை வில்லாத நாடு ⁠740",28
"நாடென்ப நாடா வளத்தன நாடல்ல
நாட வளந்தரு நாடு ⁠739",24
"பிணியின்மை செல்வம் விளைவின்பம் ஏமம்
அணியென்ப நாட்டிவ் வைந்து ⁠738",30
"இருபுனலும் வாய்ந்த மலையும் வருபுனலும்
வல்லரணும் நாட்டிற்கு உறுப்பு ⁠737",35
"கேடறியாக் கெட்ட இடத்தும் வளங்குன்றா
நாடென்ப நாட்டின் தலை ⁠736",29
"பல்குழுவும் பாழ்செய்யும் உட்பகையும் வேந்தலைக்கும்
கொல்குறும்பும் இல்லது நாடு ⁠735",38
"உறுபசியும் ஓவாப் பிணியும் செறுபகையும்
சேரா தியல்வது நாடு ⁠734",28
"பொறையொருங்கு மேல்வருங்கால் தாங்கி இறைவற்கு
இறையொருங்கு நேர்வது நாடு ⁠733",33
"பெரும்பொருளால் பெட்டக்க தாகி அருங்கேட்டால்
ஆற்ற விளைவது நாடு ⁠732",30
"தள்ளா விளையுளும் தக்காரும் தாழ்விலாச்
செல்வரும் சேர்வது நாடு ⁠731",29
"உளரெனினும் இல்லாரொடு ஒப்பர் களன்அஞ்சிக்
கற்ற செலச்சொல்லா தார் ⁠730",33
"கல்லா தவரின் கடையென்ப கற்றறிந்தும்
நல்லா ரவையஞ்சு வார் ⁠729",29
"பல்லவை கற்றும் பயமிலரே நல்லவையுள்
நன்கு செலச்சொல்லா தார் ⁠728",30
"பகையகத்துப் பேடிகை ஒள்வாள் அவையகத்து
அஞ்சு மவன்கற்ற நூல் ⁠727",31
"வாளொடென் வன்கண்ணர் அல்லார்க்கு நூலொடென்
நுண்ணவை அஞ்சு பவர்க்கு ⁠726",32
"ஆற்றின் அளவறிந்து கற்க அவையஞ்சா
மாற்றங் கொடுத்தற் பொருட்டு ⁠725",31
"கற்றார்முன் கற்ற செலச்சொல்லித் தாம்கற்ற
மிக்காருள் மிக்க கொளல் ⁠724",32
"பகையகத்துச் சாவார் எளியர் அரியர்
அவையகத்து அஞ்சா தவர் ⁠723",30
"கற்றாருள் கற்றார் எனப்படுவர் கற்றார்முன்
கற்ற செலச்சொல்லு வார் ⁠722",33
"வகையறிந்து வல்லவை வாய்சோரார் சொல்லின்
தொகையறிந்த தூய்மை யவர் ⁠721",31
"அங்கணத்துள் உக்க அமிழ்தற்றால் தங்கணத்தார்
அல்லார்முன் கோட்டி கொளல் ⁠720",36
"புல்லவையுள் பொச்சாந்தும் சொல்லற்க நல்லவையுள்
நன்குசெலச் சொல்லு வார் ⁠719",34
"உணர்வ துடையார்முன் சொல்லல் வளர்வதன்
பாத்தியுள் நீர்சொரிந் தற்று ⁠718",33
"கற்றறிந்தார் கல்வி விளங்கும் கசடறச்
சொல்தெரிதல் வல்லார் அகத்து ⁠717",34
"ஆற்றின் நிலைதளர்ந் தற்றே வியன்புலம்
ஏற்றுணர்வார் முன்னர் இழுக்கு ⁠716",34
"நன்றென்ற வற்றுள்ளும் நன்றே முதுவருள்
முந்து கிளவாச் செறிவு ⁠715",29
"ஒளியார்முன் ஒள்ளிய ராதல் வெளியார்முன்
வான்சுதை வண்ணம் கொளல் ⁠714",30
"அவையறியார் சொல்லல்மேற் கொள்பவர் சொல்லின்
வகையறியார் வல்லதூஉம் இல் ⁠713",35
"இடைதெரிந்து நன்குணர்ந்து சொல்லுக சொல்லின்
நடைதெரிந்த நன்மை யவர் ⁠712",33
"அவையறிந்து ஆராய்ந்து சொல்லுக சொல்லின்
தொகையறிந்த தூய்மை யவர் ⁠711",31
"நுண்ணியம் என்பார் அளக்குங்கோல் காணுங்கால்
கண்ணல்லது இல்லை பிற ⁠710",32
"பகைமையும் கேண்மையும் கண்ணுரைக்கும் கண்ணின்
வகைமை உணர்வார்ப் பெறின் ⁠709",33
"முகம்நோக்கி நிற்க அமையும் அகம்நோக்கி
உற்ற துணர்வார்ப் பெறின் ⁠708",31
"முகத்தின் முதுக்குறைந்தது உண்டோ உவப்பினும்
காயினும் தான்முந் துறும் ⁠707",33
"அடுத்தது காட்டும் பளிங்குபோல் நெஞ்சம்
கடுத்தது காட்டும் முகம் ⁠706",31
